GTFS Stop ID,Station ID,station_complex_id,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,is_cbd,total_from_all,total_to_all,total_from_to_cbd,total_to_from_cbd
604,363,363,IRT,Pelham,Westchester Sq-E Tremont Av,Bx,FALSE,6,Elevated,Pelham Bay,Manhattan,1,1,1,NA,POINT (-73.842952 40.839892),FALSE,335448.5614,339175.4924,97079.88220000001,95086.2962
D09,217,217,IND,Concourse,170 St,Bx,FALSE,B D,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.9134 40.839306),FALSE,510433.5146,494852.0466,257608.6426,233870.0876
629,400,613,IRT,Lexington Av,59 St,M,TRUE,4 5 6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.967967 40.762526),TRUE,7060660.5818,7456037.2654,2782476.3342,2857277.1382
219,432,432,IRT,Lenox - White Plains Rd,Prospect Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.90177 40.819585),FALSE,615161.4806,588518.3428,220132.6588,199757.1968
F39,253,253,IND,6th Av - Culver,Neptune Av,Bk,FALSE,F,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.974574 40.581011),FALSE,138018.4806,135913.8298,38192.6486,35415.7974
N09,78,78,BMT,Sea Beach,Avenue U,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-73.979137 40.597473),FALSE,473454.652,456168.0502,141826.3786,138187.7602
610,368,368,IRT,Pelham,Morrison Av-Soundview,Bx,FALSE,6,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.874516 40.829521),FALSE,555523.4058,560966.197,226586.7754,213604.965
F32,247,247,IND,6th Av - Culver,Bay Pkwy,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.975264 40.620769),FALSE,104467.6606,95771.7362,16810.731,17760.297
R13,8,8,BMT,Astoria,5 Av/59 St,M,TRUE,N R W,Subway,Queens,Downtown,0,0,0,NA,POINT (-73.973347 40.764811),TRUE,2119164.3174,2237859.5036,970400.2934,986315.8016
B22,69,69,BMT,West End,25 Av,Bk,FALSE,D,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.986829 40.597704),FALSE,491854.6096,467492.3256,221186.0948,201700.8472
622,393,393,IRT,Lexington Av,116 St,M,FALSE,6,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.941617 40.798629),FALSE,1539656.837,1497448.7304,674968.9772,632308.7028
H14,202,202,IND,Rockaway,Beach 105 St,Q,FALSE,A S,Viaduct,Inbound,Rockaway Park,0,0,0,NA,POINT (-73.827559 40.583209),FALSE,17746.8428,18826.0888,5848.036,6295.9372
F05,258,258,IND,Queens Blvd,Briarwood,Q,FALSE,E F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.820574 40.709179),FALSE,582554.1912,564068.6208,271510.012,245380.9898
R19,14,14,BMT,Broadway - Brighton,23 St,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.989344 40.741303),TRUE,2621393.1272,2740560.9188,1446847.1376,1401940.7424
R18,13,13,BMT,Broadway - Brighton,28 St,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.988691 40.745494),TRUE,1679865.749,1786499.228,907178.797,899456.3832
114,304,304,IRT,Broadway - 7Av,145 St,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.95036 40.826551),FALSE,1141686.6104,1149658.8254,492845.7788,510837.6912
A03,144,144,IND,8th Av - Fulton St,Dyckman St,M,FALSE,A,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.927271 40.865491),FALSE,756604.9222,749672.4314,430536.8308,404204.2614
M16,101,101,BMT,Jamaica,Marcy Av,Bk,FALSE,M J Z,Elevated,Outbound,Manhattan,1,1,1,NA,POINT (-73.957757 40.708359),FALSE,1619913.019,1636815.3112,852107.6072,819552.3932
720,463,463,IRT,Flushing,Hunters Point Av,Q,FALSE,7,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.948916 40.742216),FALSE,545161.3058,548889.6448,275801.8434,258979.0442
A16,154,154,IND,8th Av - Fulton St,116 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.954882 40.805085),FALSE,782473.833,772518.289,406765.1696,410230.1208
A41,174,636,IND,8th Av - Fulton St,Jay St-MetroTech,Bk,FALSE,A C F,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.987342 40.692338),FALSE,4899574.5032,5013894.3058,2023875.0562,1863473.1876
R39,33,33,BMT,4th Av,45 St,Bk,FALSE,R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-74.010006 40.648939),FALSE,922070.047,887456.1206,328866.7408,305884.5268
A52,185,185,IND,8th Av - Fulton St,Liberty Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.896548 40.674542),FALSE,216275.5552,204764.2312,63404.4484,57957.2436
G34,290,290,IND,Crosstown,Classon Av,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.96007 40.688873),FALSE,606270.514,579055.168,275587.4112,278432.3308
D30,46,46,BMT,Broadway - Brighton,Cortelyou Rd,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.963891 40.640927),FALSE,698186.1324,693750.6334,298704.8938,288019.5478
G20,272,272,IND,Queens Blvd,36 St,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.928781 40.752039),FALSE,385894.5206,403931.5334,153666.1928,153682.8156
418,412,628,IRT,Lexington Av,Fulton St,M,TRUE,4 5,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.009509 40.710368),TRUE,11470022.2078,11667537.6388,5008594.4068,5157778.3646
212,425,425,IRT,Lenox - White Plains Rd,Bronx Park East,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.868457 40.848828),FALSE,198144.78340000001,194649.8868,76292.934,71554.0468
503,444,444,IRT,Dyre Av,Gun Hill Rd,Bx,FALSE,5,Open Cut,Eastchester,Manhattan,1,1,1,NA,POINT (-73.846384 40.869526),FALSE,414941.5542,410207.867,177648.0566,166512.8756
B18,65,65,BMT,West End,79 St,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-74.00061 40.613501),FALSE,757678.2976,737935.6438,332855.254,309928.2134
G29,285,629,IND,Crosstown,Metropolitan Av,Bk,FALSE,G,Subway,Queens,Southbound,1,1,1,NA,POINT (-73.951418 40.712792),FALSE,2331656.1924,2409793.2008,1094389.4108,1209012.0938
G21,273,273,IND,Queens Blvd,Queens Plaza,Q,FALSE,E M R,Subway,Outbound,Manhattan,1,1,1,NA,POINT (-73.937243 40.748973),FALSE,2416481.8242,2480748.5616,1230008.9802,1161566.8048
406,381,381,IRT,Jerome Av,Kingsbridge Rd,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.897174 40.86776),FALSE,895659.3538,856260.3084,300054.6724,291335.5182
R23,18,623,BMT,Broadway,Canal St,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.001775 40.719527),TRUE,6471120.1754,6856716.8108,2795372.459,2948999.6842
110,300,300,IRT,Broadway - 7Av,191 St,M,FALSE,1,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.929412 40.855225),FALSE,840236.4704,819288.9786,345604.202,326844.129
G09,262,262,IND,Queens Blvd,67 Av,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.852719 40.726523),FALSE,940428.0934,919905.3734,423088.273,397872.58
A51,184,621,IND,8th Av - Fulton St,Broadway Junction,Bk,FALSE,A C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.905316 40.678334),FALSE,1006912.7966,925683.3352,307991.5012,282673.2008
R01,1,1,BMT,Astoria,Astoria-Ditmars Blvd,Q,FALSE,N W,Elevated,Last Stop,Manhattan,0,0,0,NA,POINT (-73.912034 40.775036),FALSE,1912871.807,1876617.408,1129910.2152,1075144.2776
246,358,358,IRT,Nostrand,Newkirk Av-Little Haiti,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,0,0,0,NA,POINT (-73.948411 40.639967),FALSE,771796.4728,731449.2626,332340.4796,301938.756
L15,126,126,BMT,Canarsie,Jefferson St,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.922913 40.706607),FALSE,1212431.4306,1254451.6739999999,584938.2394,610264.2058
S25,507,507,SIR,Staten Island,Dongan Hills,SI,FALSE,SIR,Embankment,Ferry,South Shore,1,1,1,NA,POINT (-74.09609 40.588849),FALSE,0,0,0,0
H01,196,196,IND,Rockaway,Aqueduct Racetrack,Q,FALSE,A,At Grade,Manhattan,Rockaways,1,1,1,NA,POINT (-73.835919 40.672097),FALSE,50664.5426,68121.1084,18607.1418,25707.7782
J22,89,89,BMT,Jamaica,Cleveland St,Bk,FALSE,J,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.884639 40.679947),FALSE,178407.4844,185852.7074,51959.189,51512.234
A20,158,158,IND,8th Av - Fulton St,86 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.968916 40.785868),FALSE,1524085.8718,1550258.521,825425.0946,837336.4324
A57,189,189,IND,Liberty Av,Grant Av,Bk,FALSE,A,Subway,Manhattan,Queens,0,0,0,NA,POINT (-73.86505 40.677044),FALSE,575555.9238,531955.8914,259439.2396,230895.3394
G15,268,268,IND,Queens Blvd,65 St,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.898453 40.749669),FALSE,396144.742,382914.7478,197181.767,181238.5246
D34,50,50,BMT,Broadway - Brighton,Avenue M,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.959399 40.617618),FALSE,622187.5134,618179.088,197998.3556,186939.46719999998
103,294,294,IRT,Broadway - 7Av,238 St,Bx,FALSE,1,Elevated,Van Cortlandt,Manhattan,0,0,0,NA,POINT (-73.90087 40.884667),FALSE,485552.2684,477654.8576,213485.57200000001,202326.7602
238,341,341,IRT,Eastern Pky,Eastern Pkwy-Brooklyn Museum,Bk,FALSE,2 3,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.964375 40.671987),FALSE,623518.8386,646976.2574,284217.9614,286368.087
637,408,619,IRT,Lexington Av,Bleecker St,M,TRUE,6,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.994659 40.725915),TRUE,5742254.990999999,6203539.5832,2549249.2054,2829207.2954
D29,45,45,BMT,Broadway - Brighton,Beverley Rd,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.964492 40.644031),FALSE,419929.4716,423987.6034,186450.6784,180325.6944
705,449,449,IRT,Flushing,111 St,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.855334 40.75173),FALSE,1151690.7596,1106759.3588,419540.5944,372100.7526
A15,153,153,IND,8th Av - Fulton St,125 St,M,FALSE,A C B D,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.952343 40.811109),FALSE,3477911.187,3420727.759,1562959.6652,1512266.5662
D18,228,228,IND,6th Av - Culver,23 St,M,TRUE,F M,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.992821 40.742878),TRUE,3399319.7864,3555104.2172,1542910.791,1542749.4434
419,413,413,IRT,Lexington Av,Wall St,M,TRUE,4 5,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.011862 40.707557),TRUE,2065591.6238,2114911.6933999998,1068432.1618,1077596.654
N08,77,77,BMT,Sea Beach,Kings Hwy,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-73.980353 40.603923),FALSE,710769.2056,673458.7968,261514.2528,242723.8586
115,305,305,IRT,Broadway - 7Av,137 St-City College,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.953676 40.822008),FALSE,1413703.1882,1386733.8066,667832.5427999999,656062.0316
226,440,440,IRT,Lenox - White Plains Rd,116 St,M,FALSE,2 3,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.949625 40.802098),FALSE,1037217.5736,1036758.3582,522719.2314,513817.9624
136,326,326,IRT,Broadway - 7Av,Franklin St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.006886 40.719318),TRUE,760925.5972,786395.7926,542429.4656,523733.148
410,385,385,IRT,Jerome Av,176 St,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.911794 40.84848),FALSE,533140.7816,496367.3094,185577.7376,170301.4586
D14,277,277,IND,Queens Blvd,7 Av,M,TRUE,E B D,Subway,Outbound,Downtown,0,0,0,NA,POINT (-73.981637 40.762862),TRUE,2456296.0072,2565610.171,1199865.764,1247784.0912
D08,216,216,IND,Concourse,174-175 Sts,Bx,FALSE,B D,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.910136 40.8459),FALSE,398248.4802,374663.635,187241.04320000001,163831.166
A30,165,165,IND,8th Av - Fulton St,23 St,M,TRUE,C E,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.998041 40.745906),TRUE,2796579.2042,2872321.2806,1392489.6594,1373288.648
A46,179,179,IND,8th Av - Fulton St,Nostrand Av,Bk,FALSE,A C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.950426 40.680438),FALSE,2250978.1896,2190099.8304,1113932.8866,1019448.8
N03,72,72,BMT,Sea Beach,Fort Hamilton Pkwy,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-74.005351 40.631386),FALSE,817516.288,777177.0704,348895.4772,321274.708
504,445,445,IRT,Dyre Av,Pelham Pkwy,Bx,FALSE,5,Open Cut,Eastchester,Manhattan,0,0,0,NA,POINT (-73.855359 40.858985),FALSE,275896.1832,259380.2564,133511.035,123246.6796
R06,5,5,BMT,Astoria,36 Av,Q,FALSE,N W,Elevated,Astoria,Manhattan,0,0,0,NA,POINT (-73.929575 40.756804),FALSE,801586.0986,811793.7508,447669.3176,427989.5542
D03,211,211,IND,Concourse,Bedford Park Blvd,Bx,FALSE,B D,Subway,Northbound,Manhattan,1,1,1,NA,POINT (-73.887138 40.873244),FALSE,642935.6194,613202.5756,318104.5796,286106.5526
619,377,377,IRT,Pelham,3 Av-138 St,Bx,FALSE,6,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.926138 40.810476),FALSE,874921.4932,817535.932,353536.4626,314333.8892
M10,114,114,BMT,Myrtle Av,Central Av,Bk,FALSE,M,Elevated,Inbound,Middle Village,0,0,0,NA,POINT (-73.927397 40.697857),FALSE,447668.2996,429326.4984,303102.1242,268708.219
242,354,354,IRT,Nostrand,Sterling St,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,0,0,0,NA,POINT (-73.95085 40.662742),FALSE,655279.9784,631449.2476,290989.5764,270942.4686
F22,238,238,IND,6th Av - Culver,Smith-9 Sts,Bk,FALSE,F G,Viaduct,Northbound,Southbound,0,0,0,NA,POINT (-73.995959 40.67358),FALSE,477699.4974,489004.588,163913.1376,163354.9474
611,369,369,IRT,Pelham,Elder Av,Bx,FALSE,6,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.879159 40.828584),FALSE,587405.0178,599109.342,242953.104,231455.7492
Q05,475,475,IND,Second Av,96 St,M,FALSE,Q,Subway,Last Stop,Downtown,1,1,1,NA,POINT (-73.947152 40.784318),FALSE,2302698.7621999998,2173781.327,1410537.6542,1250817.0178
S29,503,503,SIR,Staten Island,Stapleton,SI,FALSE,SIR,Elevated,Ferry,South Shore,0,0,0,NA,POINT (-74.075162 40.627915),FALSE,0,0,0,0
M04,109,109,BMT,Myrtle Av,Fresh Pond Rd,Q,FALSE,M,Elevated,Inbound,Middle Village,0,0,0,NA,POINT (-73.895877 40.706186),FALSE,655479.501,652748.9438,372965.0342,354122.8688
A10,149,149,IND,8th Av - Fulton St,163 St-Amsterdam Av,M,FALSE,C,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.939892 40.836013),FALSE,446600.6948,450698.4966,257000.4346,244723.6334
R30,26,26,BMT,Broadway - Brighton,DeKalb Av,Bk,FALSE,B Q R,Subway,Manhattan,Southbound,1,1,1,NA,POINT (-73.981824 40.690635),FALSE,2881313.4694000003,2904151.6634,1203020.8612,1167045.1606
633,404,404,IRT,Lexington Av,28 St,M,TRUE,6,Subway,Uptown,Downtown,2,0,1,Downtown only,POINT (-73.984264 40.74307),TRUE,2598898.9984,2626360.7714,1090334.8652,1071812.7796
119,309,309,IRT,Broadway - 7Av,103 St,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.968379 40.799446),FALSE,1538304.5294,1528070.3514,808052.0714,797275.4226
B04,221,221,IND,63rd St,21 St-Queensbridge,Q,FALSE,F,Subway,Outbound,Manhattan,1,1,1,NA,POINT (-73.942836 40.754203),FALSE,922670.0748,924661.8558,406354.2496,370992.9312
204,417,417,IRT,Lenox - White Plains Rd,Nereid Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.854376 40.898379),FALSE,247029.7436,238434.7334,73356.14,67484.4504
J14,82,82,BMT,Jamaica,104 St,Q,FALSE,J Z,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.84433 40.695178),FALSE,281545.897,284416.8388,99480.629,91702.5518
L24,133,133,BMT,Canarsie,Atlantic Av,Bk,FALSE,L,Elevated,Manhattan,Canarsie,0,0,0,NA,POINT (-73.903097 40.675345),FALSE,171126.1606,154808.86000000002,40087.231,36999.2774
234,337,337,IRT,Eastern Pky,Nevins St,Bk,FALSE,2 3 4 5,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.980492 40.688246),FALSE,1250798.3758,1257233.2708,467303.988,486640.926
L25,134,134,BMT,Canarsie,Sutter Av,Bk,FALSE,L,Elevated,Manhattan,Canarsie,0,0,0,NA,POINT (-73.901975 40.669367),FALSE,214709.217,204846.917,68201.679,60880.5518
D24,40,617,BMT,Broadway - Brighton,Atlantic Av-Barclays Ctr,Bk,FALSE,B Q,Subway,Manhattan,Southbound,1,1,1,NA,POINT (-73.97689 40.68446),FALSE,5977302.46,6008785.9714,1859952.4418,1862273.2226
606,364,364,IRT,Pelham,Zerega Av,Bx,FALSE,6,Elevated,Pelham Bay,Manhattan,0,0,0,NA,POINT (-73.847036 40.836488),FALSE,232467.3546,224668.0004,96935.633,88371.4722
F27,243,243,IND,6th Av - Culver,Church Av,Bk,FALSE,F G,Subway,Northbound,Southbound,1,1,1,NA,POINT (-73.979678 40.644041),FALSE,1160350.9508,1112753.5302,427294.4066,396263.5508
D42,57,57,BMT,Broadway - Brighton,W 8 St-NY Aquarium,Bk,FALSE,F Q,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.975939 40.576127),FALSE,321246.577,321573.2424,96059.2384,92545.3542
F34,249,249,IND,6th Av - Culver,Avenue P,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.973022 40.608944),FALSE,240346.7532,230838.5304,103347.5424,93770.2774
414,389,604,IRT,Jerome Av,161 St-Yankee Stadium,Bx,FALSE,4,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.925831 40.827994),FALSE,3665652.1504,3616132.7638,1631439.5026,1572720.0014
301,436,436,IRT,Lenox - White Plains Rd,Harlem-148 St,M,FALSE,3,Subway,Last Stop,Downtown,0,0,0,NA,POINT (-73.93647 40.82388),FALSE,325292.5414,285691.0436,170602.6284,151668.1944
132,322,601,IRT,Broadway - 7Av,14 St,M,TRUE,1 2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.000201 40.737826),TRUE,6222995.8392,6612279.882,2552275.234,2784716.0264
H08,206,206,IND,Rockaway,Beach 44 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,0,0,0,NA,POINT (-73.776013 40.592943),FALSE,35724.3518,34093.6798,11835.5444,10103.7342
218,431,431,IRT,Lenox - White Plains Rd,Intervale Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.896736 40.822181),FALSE,234077.8178,228999.8568,85918.7514,78719.455
201,416,416,IRT,Lenox - White Plains Rd,Wakefield-241 St,Bx,FALSE,2,Elevated,Last Stop,Manhattan,0,0,0,NA,POINT (-73.85062 40.903125),FALSE,427807.7172,387223.9802,110280.277,94206.6776
F15,233,625,IND,6th Av - Culver,Delancey St-Essex St,M,TRUE,F,Subway,Uptown,Brooklyn,0,0,0,NA,POINT (-73.988114 40.718611),TRUE,4119034.5322000002,4325433.985,1715858.8034,1836223.2158
J13,81,81,BMT,Jamaica,111 St,Q,FALSE,J,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.836345 40.697418),FALSE,214225.2614,214108.089,58144.8508,54465.7512
F01,254,254,IND,Queens Blvd,Jamaica-179 St,Q,FALSE,F,Subway,Last Stop,Manhattan,1,1,1,NA,POINT (-73.783817 40.712646),FALSE,2360522.2834,2229205.0676,1063483.4838,950763.9612
614,372,372,IRT,Pelham,Longwood Av,Bx,FALSE,6,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.896435 40.816104),FALSE,321976.4804,317152.578,106210.303,102364.8856
118,308,308,IRT,Broadway - 7Av,Cathedral Pkwy (110 St),M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.966847 40.803967),FALSE,1590258.8484,1574764.3326,761636.6296,746381.1848
R14,9,9,BMT,Broadway - Brighton,57 St-7 Av,M,TRUE,N Q R W,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.980658 40.764664),TRUE,4841421.0262,5153959.8558,1819586.7272,1911896.2802
607,365,365,IRT,Pelham,Castle Hill Av,Bx,FALSE,6,Elevated,Pelham Bay,Manhattan,0,0,0,NA,POINT (-73.851222 40.834255),FALSE,588929.7568,578142.403,245967.7854,232213.2496
B21,68,68,BMT,West End,Bay Pkwy,Bk,FALSE,D,Elevated,Manhattan,Southbound,1,1,1,NA,POINT (-73.993728 40.601875),FALSE,930821.0734,896530.2382,388144.9052,359437.836
623,394,394,IRT,Lexington Av,110 St,M,FALSE,6,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.94425 40.79502),FALSE,1053474.4662,1053488.003,509270.6758,493486.00059999997
230,333,333,IRT,Clark St,Wall St,M,TRUE,2 3,Subway,Uptown,Brooklyn,0,0,0,NA,POINT (-74.0091 40.706821),TRUE,2400619.4994,2498281.7296,1277605.376,1332168.7188
H13,201,201,IND,Rockaway,Beach 98 St,Q,FALSE,A S,Viaduct,Inbound,Rockaway Park,0,0,0,NA,POINT (-73.820558 40.585307),FALSE,23797.5336,25627.2344,8833.0414,8778.1442
R15,10,10,BMT,Broadway - Brighton,49 St,M,TRUE,N R W,Subway,Uptown,Downtown,2,1,0,Uptown only,POINT (-73.984139 40.759901),TRUE,3741143.6802,3832791.2596,2015405.037,1904301.1262
D12,220,220,IND,Concourse,155 St,M,FALSE,B D,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.938209 40.830135),FALSE,248623.9328,241216.7488,108627.5082,100797.707
S16,516,516,SIR,Staten Island,Huguenot,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.191794 40.533674),FALSE,0,0,0,0
255,350,350,IRT,Eastern Pky,Pennsylvania Av,Bk,FALSE,3,Elevated,Manhattan,New Lots,0,0,0,NA,POINT (-73.894895 40.664635),FALSE,374020.1476,360318.3522,94435.3296,90947.0584
714,458,458,IRT,Flushing,46 St-Bliss St,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.918435 40.743132),FALSE,1598768.3052,1624777.7798,672280.6114,666124.0624
213,426,426,IRT,Lenox - White Plains Rd,E 180 St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.873488 40.841894),FALSE,951211.484,892874.0816,362179.0194,323702.1238
409,384,384,IRT,Jerome Av,Burnside Av,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.907684 40.853453),FALSE,1041476.3872,916232.466,367145.937,321677.7478
Q04,476,476,IND,Second Av,86 St,M,FALSE,Q,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.951787 40.777891),FALSE,3311081.5312,3177305.6914,2218598.9188,2016404.1228
F12,276,276,IND,Queens Blvd,5 Av/53 St,M,TRUE,E M,Subway,Queens,Downtown,0,0,0,NA,POINT (-73.975224 40.760167),TRUE,2559114.1726,2740801.4546,1462519.0892,1519004.4218
G30,286,286,IND,Crosstown,Broadway,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.950308 40.706092),FALSE,496231.3872,494937.6142,54090.8918,129272.6242
A24,161,614,IND,8th Av - Fulton St,59 St-Columbus Circle,M,TRUE,A C B D,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.981736 40.768296),TRUE,9886479.677,10306905.1004,4072459.6384,4311805.0122
208,421,421,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.866256 40.87785),FALSE,642749.5094,563904.2302,167396.6322,151470.6162
128,318,318,IRT,Broadway - 7Av,34 St-Penn Station,M,TRUE,1 2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.991057 40.750373),TRUE,9680483.308,9112560.6914,4660309.5272,4330382.2118
D38,53,53,BMT,Broadway - Brighton,Neck Rd,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.955161 40.595246),FALSE,510678.9674,491627.2006,229198.0746,210693.6122
A61,192,192,IND,Liberty Av,Rockaway Blvd,Q,FALSE,A,Elevated,Manhattan,Outbound,0,0,0,NA,POINT (-73.843853 40.680429),FALSE,794622.867,799591.1476,327421.49,318416.892
R42,36,36,BMT,4th Av,Bay Ridge Av,Bk,FALSE,R,Subway,Manhattan,Bay Ridge,0,0,0,NA,POINT (-74.023377 40.634967),FALSE,952028.1988,903623.7944,371926.2228,343690.7054
D43,58,58,BMT,Sea Beach / West End / Culver / Brighton,Coney Island-Stillwell Av,Bk,FALSE,D F N Q,Viaduct,Manhattan,Last Stop,1,1,1,NA,POINT (-73.981233 40.577422),FALSE,2092624.0437999999,1938687.753,521746.0458,472238.304
628,399,399,IRT,Lexington Av,68 St-Hunter College,M,FALSE,6,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.96387 40.768141),FALSE,2983676.5526,3090373.566,1227333.7062,1178466.165
G16,269,269,IND,Queens Blvd,Northern Blvd,Q,FALSE,M R,Subway,Outbound,Manhattan,1,1,1,NA,POINT (-73.906006 40.752885),FALSE,776650.4876,781816.3192,394700.3868,374999.5948
L29,138,138,BMT,Canarsie,Canarsie-Rockaway Pkwy,Bk,FALSE,L,At Grade,Manhattan,Last Stop,1,1,1,NA,POINT (-73.90185 40.646654),FALSE,290689.77760000003,286533.2488,120930.473,116918.263
A31,166,618,IND,8th Av - Fulton St,14 St,M,TRUE,A C E,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.00169 40.740893),TRUE,6947176.9244,7319280.1402,3322399.9068,3410480.867
G22,281,606,IND,Crosstown,Court Sq,Q,FALSE,G,Subway,Last Stop,Brooklyn,1,1,1,NA,POINT (-73.943832 40.746554),FALSE,3559107.6328000003,3749534.3508,1645691.2442,1758843.1598
