GTFS Stop ID,Station ID,station_complex_id,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,is_cbd,total_from_all,total_to_all,total_from_to_cbd,total_to_from_cbd
237,340,340,IRT,Eastern Pky,Grand Army Plaza,Bk,FALSE,2 3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.971046 40.675235),FALSE,952577.5428,979576.6246,413314.196,433419.02
J31,96,96,BMT,Jamaica,Kosciuszko St,Bk,FALSE,J,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.928814 40.693342),FALSE,672486.067,630108.6764,404685.541,365398.6602
M09,113,113,BMT,Myrtle Av,Knickerbocker Av,Bk,FALSE,M,Elevated,Inbound,Middle Village,0,0,0,NA,POINT (-73.919711 40.698664),FALSE,458667.4188,423271.8828,260940.0852,220936.8168
618,376,376,IRT,Pelham,Brook Av,Bx,FALSE,6,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.91924 40.807566),FALSE,523965.051,513177.1546,193914.5984,189112.6828
H02,197,197,IND,Rockaway,Aqueduct-N Conduit Av,Q,FALSE,A,At Grade,Manhattan,Rockaways,0,0,0,NA,POINT (-73.834058 40.668234),FALSE,59787.5202,58798.8692,32368.0114,31245.2114
S21,511,511,SIR,Staten Island,Oakwood Heights,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.12632 40.56511),FALSE,0,0,0,0
123,313,313,IRT,Broadway - 7Av,72 St,M,FALSE,1 2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.98197 40.778453),FALSE,5580065.6254,5747956.1728,2782992.3878,2869404.7542
B17,64,64,BMT,West End,71 St,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.998864 40.619589),FALSE,576971.9839999999,564338.377,268162.5118,245315.0324
250,345,345,IRT,Eastern Pky,Crown Hts-Utica Av,Bk,FALSE,3 4,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.932942 40.668897),FALSE,2999551.0118,2825469.4316000002,1176126.2698,1081899.781
709,453,453,IRT,Flushing,82 St-Jackson Hts,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.883697 40.747659),FALSE,1326697.1608,1320332.9764,379555.5952,395128.3246
J23,90,90,BMT,Jamaica,Van Siclen Av,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.891688 40.678024),FALSE,231166.7622,222148.6846,71568.4034,64871.1472
L11,122,122,BMT,Canarsie,Graham Av,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.944053 40.714565),FALSE,1237398.3326,1232877.1342,791238.716,745308.2578
J17,85,85,BMT,Jamaica,75 St-Elderts Ln,Q,FALSE,J Z,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.867139 40.691324),FALSE,185968.7814,185579.1054,53762.3894,51625.1204
702,448,448,IRT,Flushing,Mets-Willets Point,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.845625 40.754622),FALSE,1330266.1924,1392071.6036,528136.9552,604790.426
638,409,409,IRT,Lexington Av,Spring St,M,TRUE,6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.997141 40.722301),TRUE,1766155.6942,1864843.431,1045048.6616,1096526.5586
B10,224,224,IND,6th Av - Culver,57 St,M,TRUE,F,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.97745 40.763972),TRUE,1651680.5544,1763939.5948,813672.6082,805509.2542
227,441,441,IRT,Lenox - White Plains Rd,110 St-Malcolm X Plaza,M,FALSE,2 3,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.951822 40.799075),FALSE,793009.4818,805458.7602,411811.09619999997,404449.7504
A19,157,157,IND,8th Av - Fulton St,96 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.964696 40.791642),FALSE,1266996.8396,1295110.0512,622494.456,633534.1306
R36,32,32,BMT,4th Av,36 St,Bk,FALSE,D N R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-74.003549 40.655144),FALSE,2034684.3232,2043841.3906,697095.4474,667076
F04,257,257,IND,Queens Blvd,Sutphin Blvd,Q,FALSE,F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.810708 40.70546),FALSE,499574.6834,455431.9056,173428.2668,146292.3564
A55,188,188,IND,8th Av - Fulton St,Euclid Av,Bk,FALSE,A C,Subway,Manhattan,Queens,1,1,1,NA,POINT (-73.872106 40.675377),FALSE,1180930.4786,1088041.3926,427074.5824,374911.977
R22,17,17,BMT,Broadway - Brighton,Prince St,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.997702 40.724329),TRUE,1835768.1472,1953258.7558,1112014.5452,1114942.6442
111,301,301,IRT,Broadway - 7Av,181 St,M,FALSE,1,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.933596 40.849505),FALSE,1222450.1273999999,1142330.4186,380775.0198,382332.232
S26,506,506,SIR,Staten Island,Old Town,SI,FALSE,SIR,Embankment,Ferry,South Shore,0,0,0,NA,POINT (-74.087368 40.596612),FALSE,0,0,0,0
A34,169,169,IND,8th Av - Fulton St,Canal St,M,TRUE,A C E,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.005229 40.720824),TRUE,2421363.1906,2593654.567,1184428.4378,1275716.3468
A02,143,143,IND,8th Av - Fulton St,Inwood-207 St,M,FALSE,A,Subway,Last Stop,Downtown,1,1,1,NA,POINT (-73.919899 40.868072),FALSE,1047519.575,1008390.9058,549173.3886,489440.2728
D33,49,49,BMT,Broadway - Brighton,Avenue J,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.960803 40.625039),FALSE,615616.5822,608326.2698,181918.0624,176591.1156
245,357,357,IRT,Nostrand,Beverly Rd,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,0,0,0,NA,POINT (-73.948959 40.645098),FALSE,484072.4802,446873.1706,211992.0152,189705.3036
708,452,452,IRT,Flushing,90 St-Elmhurst Av,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.876613 40.748408),FALSE,2662772.2717999998,2693625.0818,938772.8158,944555.423
M14,100,100,BMT,Jamaica,Hewes St,Bk,FALSE,M J,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.953431 40.70687),FALSE,316477.12440000003,319784.3024,189742.4098,170579.125
405,380,380,IRT,Jerome Av,Bedford Park Blvd-Lehman College,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.890064 40.873412),FALSE,548347.9002,536803.2034,173636.8142,171023.514
L03,117,602,BMT,Canarsie,14 St-Union Sq,M,TRUE,L,Subway,West Side,Brooklyn,1,1,1,NA,POINT (-73.99073 40.734789),TRUE,13388592.8426,14219973.639800001,4978656.2592,5476514.739
L14,125,125,BMT,Canarsie,Morgan Av,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.933147 40.706152),FALSE,951513.4348,985233.4218,495091.1056,512201.6826
D15,225,225,IND,6th Av - Culver,47-50 Sts-Rockefeller Ctr,M,TRUE,B D F M,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.981329 40.758663),TRUE,7081704.9248,7535175.626,2645127.8278,2721190.4002
135,325,325,IRT,Broadway - 7Av,Canal St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.006277 40.722854),TRUE,635486.96,672974.376,385250.157,394318.103
A63,193,193,IND,Liberty Av,104 St,Q,FALSE,A,Elevated,Manhattan,Ozone Park,0,0,0,NA,POINT (-73.837683 40.681711),FALSE,160173.6942,154088.5788,86422.5462,80420.9288
M21,105,622,BMT,Jamaica,Chambers St,M,TRUE,J Z,Subway,Brooklyn,Downtown,1,1,1,NA,POINT (-74.003401 40.713243),TRUE,3477281.4924,3637310.99,1755876.7388,1718668.6246
L05,118,118,BMT,Canarsie,3 Av,M,TRUE,L,Subway,West Side,Brooklyn,0,0,0,NA,POINT (-73.986122 40.732849),TRUE,920049.4444,969731.745,228781.7878,329659.0834
D04,212,212,IND,Concourse,Kingsbridge Rd,Bx,FALSE,B D,Subway,Northbound,Manhattan,1,1,1,NA,POINT (-73.893509 40.866978),FALSE,596605.1874,569234.8692,312019.5876,283087.7124
249,344,344,IRT,Eastern Pky,Kingston Av,Bk,FALSE,3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.942161 40.669399),FALSE,474697.825,456793.583,197479.372,182560.6626
R26,22,22,BMT,Broadway,Rector St,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.013342 40.70722),TRUE,643082.7982,623311.1412,378247.053,339452.4084
J19,86,86,BMT,Jamaica,Cypress Hills,Bk,FALSE,J,Elevated,Queens,Manhattan,0,0,0,NA,POINT (-73.87255 40.689941),FALSE,72579.9122,78763.0098,18137.5328,19772.7706
A40,173,173,IND,8th Av - Fulton St,High St,Bk,FALSE,A C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.990531 40.699337),FALSE,1216198.6594,1250445.472,778745.4408,790133.0998
G08,261,261,IND,Queens Blvd,Forest Hills-71 Av,Q,FALSE,E F M R,Subway,Outbound,Manhattan,1,1,1,NA,POINT (-73.844521 40.721691),FALSE,3450114.5264,3403194.3836,1496187.5792,1406300.9608
L20,130,130,BMT,Canarsie,Wilson Av,Bk,FALSE,L,Subway,Manhattan,Outbound,2,1,0,Manhattan-bound only,POINT (-73.904046 40.688764),FALSE,502234.7628,506681.8594,232786.544,227694.1146
G33,289,289,IND,Crosstown,Bedford-Nostrand Avs,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.953522 40.689627),FALSE,1112857.9446,1072068.5588,428048.5016,468389.295
S11,523,523,SIR,Staten Island,Arthur Kill,SI,FALSE,SIR,At Grade,Ferry,Tottenville,1,1,1,NA,POINT (-74.242096 40.516578),FALSE,0,0,0,0
L26,135,135,BMT,Canarsie,Livonia Av,Bk,FALSE,L,Elevated,Manhattan,Canarsie,1,1,1,NA,POINT (-73.900571 40.664038),FALSE,274431.9778,275136.5758,59123.8242,50103.1592
131,321,321,IRT,Broadway - 7Av,18 St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.997871 40.74104),TRUE,970493.5158,1023849.7582,555262.3114,563804.3042
L19,129,129,BMT,Canarsie,Halsey St,Q,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.904084 40.695602),FALSE,902146.4222,892289.9444,436487.0456,432816.0086
724,466,609,IRT,Flushing,5 Av,M,TRUE,7,Subway,Queens,Hudson Yards,0,0,0,NA,POINT (-73.981963 40.753821),TRUE,6856343.7617999995,7244744.085,2294890.1286,2363767.5056
F21,237,237,IND,6th Av - Culver,Carroll St,Bk,FALSE,F G,Subway,Northbound,Southbound,0,0,0,NA,POINT (-73.995048 40.680303),FALSE,1536523.8548,1501894.5568,735266.9906,701583.9282
241,353,353,IRT,Nostrand,President St-Medgar Evers College,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,0,0,0,NA,POINT (-73.950683 40.667883),FALSE,373212.9188,360610.5678,156282.489,141737.5858
F29,244,244,IND,6th Av - Culver,Ditmas Av,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.978172 40.636119),FALSE,406986.0114,386056.0074,148187.6588,131499.7738
F35,250,250,IND,6th Av - Culver,Kings Hwy,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.972361 40.603217),FALSE,380928.7218,362230.2572,119727.9728,110373.7366
415,390,603,IRT,Jerome Av,149 St-Grand Concourse,Bx,FALSE,4,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.927351 40.818375),FALSE,1125499.4038,1126449.3296,332735.481,325133.7746
S22,510,510,SIR,Staten Island,New Dorp,SI,FALSE,SIR,Open Cut,Ferry,South Shore,1,1,1,NA,POINT (-74.11721 40.57348),FALSE,0,0,0,0
H07,205,205,IND,Rockaway,Beach 60 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,0,0,0,NA,POINT (-73.788522 40.592374),FALSE,101030.6144,101393.8108,34230.4162,31214.0992
209,422,422,IRT,Lenox - White Plains Rd,Burke Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.867164 40.871356),FALSE,225240.7144,216667.2304,88363.842,77427.32459999999
D25,41,41,BMT,Broadway - Brighton,7 Av,Bk,FALSE,B Q,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.972367 40.67705),FALSE,1241581.157,1249896.5464,672551.345,626963.9598
D39,54,54,BMT,Broadway - Brighton,Sheepshead Bay,Bk,FALSE,B Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.954155 40.586896),FALSE,1608197.2858,1564076.5807999999,616791.2798,572806.5954
B12,59,59,BMT,West End,9 Av,Bk,FALSE,D,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.994324 40.646292),FALSE,663792.5256,659241.9484,302904.755,281733.54
A32,167,167,IND,8th Av - Fulton St,W 4 St-Wash Sq,M,TRUE,A C E,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.000495 40.732338),TRUE,6397297.8356,6741556.5092,2897438.8324,3087048.1982
G07,280,280,IND,Queens - Archer,Jamaica-Van Wyck,Q,FALSE,E,Subway,Jamaica,Manhattan,1,1,1,NA,POINT (-73.816859 40.702566),FALSE,551549.6638,535353.1856,176404.0658,161421.8478
G24,282,282,IND,Crosstown,21 St,Q,FALSE,G,Subway,Court Square,Brooklyn,0,0,0,NA,POINT (-73.949724 40.744065),FALSE,188084.7964,181829.132,8439.1898,48383.6482
A11,150,150,IND,8th Av - Fulton St,155 St,M,FALSE,C,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.941514 40.830518),FALSE,264214.0512,256283.346,150838.5588,142963.7522
413,388,388,IRT,Jerome Av,167 St,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.9214 40.835537),FALSE,903625.299,891082.1032,328691.7044,326484.4734
101,293,293,IRT,Broadway - 7Av,Van Cortlandt Park-242 St,Bx,FALSE,1,Elevated,Last Stop,Manhattan,0,0,0,NA,POINT (-73.898583 40.889248),FALSE,756220.6406,721299.4314,336290.556,310767.439
A25,162,162,IND,8th Av - Fulton St,50 St,M,TRUE,C E,Subway,Uptown,Downtown,2,0,1,Downtown only,POINT (-73.985984 40.762456),TRUE,3129497.2984,3187043.6594000002,1600479.5878,1621793.1406
632,403,403,IRT,Lexington Av,33 St,M,TRUE,6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.982076 40.746081),TRUE,3567699.2244,3545308.7314,1557023.8212,1463910.5146
122,312,312,IRT,Broadway - 7Av,79 St,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.979917 40.783934),FALSE,1806855.4452,1806392.0572,959514.7072,950156.4168
A47,180,180,IND,8th Av - Fulton St,Kingston-Throop Avs,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.940858 40.679921),FALSE,810975.5564,783362.4874,435129.3518,404488.078
207,420,420,IRT,Lenox - White Plains Rd,219 St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.862633 40.883895),FALSE,196858.6946,186069.7198,71012.9802,63295.3408
G12,265,265,IND,Queens Blvd,Grand Av-Newtown,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.877223 40.737015),FALSE,2288558.6166,2319931.6406,1013357.6874,998849.7511999999
N04,73,615,BMT,Sea Beach,New Utrecht Av,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,1,1,1,NA,POINT (-73.996353 40.624842),FALSE,606192.9396,586718.6384,186358.9898,169586.5908
A12,151,151,IND,8th Av - Fulton St,145 St,M,FALSE,A C,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.944216 40.824783),FALSE,2905337.773,2832620.5048,1475788.1874,1362320.4768
R05,4,4,BMT,Astoria,Broadway,Q,FALSE,N W,Elevated,Astoria,Manhattan,0,0,0,NA,POINT (-73.925508 40.76182),FALSE,1585605.944,1582217.0478,993442.2308,965035.4456
A43,176,176,IND,8th Av - Fulton St,Lafayette Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.973946 40.686113),FALSE,718685.108,733923.5018,323402.9454,311560.5604
D37,52,52,BMT,Broadway - Brighton,Avenue U,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.955929 40.5993),FALSE,839265.598,825046.093,347213.3812,323986.4856
A60,191,191,IND,Liberty Av,88 St,Q,FALSE,A,Elevated,Manhattan,Outbound,0,0,0,NA,POINT (-73.85147 40.679843),FALSE,276540.5344,267657.4592,164033.2862,152977.0968
R35,31,31,BMT,4th Av,25 St,Bk,FALSE,R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.998091 40.660397),FALSE,398770.7304,400778.124,145530.276,143136.686
G18,270,270,IND,Queens Blvd,46 St,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.913333 40.756312),FALSE,850086.2566,864141.9384,438648.95040000003,438730.6638
G36,292,292,IND,Crosstown,Fulton St,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.975375 40.687119),FALSE,754341.9172,782284.722,35857.9152,135750.0928
423,415,620,IRT,Eastern Pky,Borough Hall,Bk,FALSE,4 5,Subway,Manhattan,Outbound,2,1,0,Manhattan-bound only,POINT (-73.990151 40.692404),FALSE,3772138.6234,3886917.7922,1621014.619,1572583.2882
117,307,307,IRT,Broadway - 7Av,116 St-Columbia University,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.96411 40.807722),FALSE,1779620.2536,1806790.0654,843101.8526,835747.0572
608,366,366,IRT,Pelham,Parkchester,Bx,FALSE,6,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.860816 40.833226),FALSE,1604585.3856,1530601.4188,704471.4332,641298.1274
634,405,405,IRT,Lexington Av,23 St-Baruch College,M,TRUE,6,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.986599 40.739864),TRUE,3102026.849,3194546.4272,1420263.31,1403473.1456
H06,204,204,IND,Rockaway,Beach 67 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,1,1,1,NA,POINT (-73.796924 40.590927),FALSE,167041.2138,171624.3978,62558.4158,59513.712
408,383,383,IRT,Jerome Av,183 St,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.903879 40.858407),FALSE,551817.2894,517978.681,208031.2308,194966.8942
F11,275,612,IND,Queens Blvd,Lexington Av/53 St,M,TRUE,E M,Subway,Queens,Downtown,1,1,1,NA,POINT (-73.969055 40.757552),TRUE,7307093.8154,7595166.8628,3382618.114,3404136.1556
D26,42,42,BMT,Broadway - Brighton,Prospect Park,Bk,FALSE,B Q S,Open Cut,Northbound,Southbound,1,1,1,NA,POINT (-73.962246 40.661614),FALSE,1278721.4522,1279226.216,567730.466,547770.4538
129,319,319,IRT,Broadway - 7Av,28 St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.993365 40.747215),TRUE,1712651.8508,1777764.9042,881527.0104,867985.5218
R24,20,20,BMT,Broadway,City Hall,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.006978 40.713282),TRUE,653131.3742,647008.001,362294.2892,314233.0204
F07,260,260,IND,Queens Blvd,75 Av,Q,FALSE,E F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.837324 40.718331),FALSE,390028.7464,393487.5138,187474.25,179680.8152
N05,74,74,BMT,Sea Beach,18 Av,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-73.990414 40.620671),FALSE,597240.374,591317.0588,195441.0442,190635.7588
112,302,605,IRT,Broadway - 7Av,168 St-Washington Hts,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.940133 40.840556),FALSE,3081550.5486,3070818.6566,1194076.4816,1168812.1044
302,437,437,IRT,Lenox - White Plains Rd,145 St,M,FALSE,3,Subway,Harlem,Downtown,0,0,0,NA,POINT (-73.936245 40.820421),FALSE,284140.517,259692.1652,159862.916,144391.762
A06,146,146,IND,8th Av - Fulton St,181 St,M,FALSE,A,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.937969 40.851695),FALSE,1130577.7571999999,1152815.2396,711914.076,685672.2894
107,297,297,IRT,Broadway - 7Av,215 St,M,FALSE,1,Elevated,The Bronx,Downtown,0,0,0,NA,POINT (-73.915279 40.869444),FALSE,258547.9766,257530.0722,58748.2208,69941.9566
J30,95,95,BMT,Jamaica,Gates Av,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.92227 40.68963),FALSE,763750.0352,734795.7108,441750.3882,407756.8262
715,459,459,IRT,Flushing,40 St-Lowery St,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.924016 40.743781),FALSE,1211055.5742,1234415.816,572165.8294,556612.8188
F20,236,236,IND,6th Av - Culver,Bergen St,Bk,FALSE,F G,Subway,Northbound,Southbound,0,0,0,NA,POINT (-73.990862 40.686145),FALSE,1524017.68,1501008.1028,676141.022,668898.8422
A48,181,181,IND,8th Av - Fulton St,Utica Av,Bk,FALSE,A C,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.930729 40.679364),FALSE,1599765.6754,1570929.667,754763.5294,709675.1522
Q03,477,477,IND,Second Av,72 St,M,FALSE,Q,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.958424 40.768799),FALSE,4059779.1112,4016936.6188,2263512.8968,2078400.138
231,334,334,IRT,Clark St,Clark St,Bk,FALSE,2 3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.993086 40.697466),FALSE,973718.1098,984771.526,556329.6664,582174.7162
A22,160,160,IND,8th Av - Fulton St,72 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.97641 40.775594),FALSE,1491665.2318,1533558.4102,867724.9664,887259.7356
A54,187,187,IND,8th Av - Fulton St,Shepherd Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.88075 40.67413),FALSE,244039.9028,236178.3832,91830.7792,83347.7108
R41,35,35,BMT,4th Av,59 St,Bk,FALSE,N R,Subway,Manhattan,Southbound,1,1,1,NA,POINT (-74.017881 40.641362),FALSE,1616092.3424,1569145.8682,531107.398,491244.4164
602,361,361,IRT,Pelham,Buhre Av,Bx,FALSE,6,Elevated,Pelham Bay,Manhattan,0,0,0,NA,POINT (-73.832569 40.84681),FALSE,398391.0118,386163.4114,179427.025,164159.0392
627,398,398,IRT,Lexington Av,77 St,M,FALSE,6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.959874 40.77362),FALSE,3747858.1162,3791514.082,1836425.1648,1785751.5366
D32,48,48,BMT,Broadway - Brighton,Avenue H,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,1,1,1,NA,POINT (-73.961639 40.62927),FALSE,329088.6498,327666.5468,116159.1664,109713.2138
139,329,329,IRT,Broadway - 7Av,Rector St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.013783 40.707513),TRUE,933448.0732,897399.644,741368.7516,657199.163
R08,6,6,BMT,Astoria,39 Av-Dutch Kills,Q,FALSE,N W,Elevated,Astoria,Manhattan,0,0,0,NA,POINT (-73.932755 40.752882),FALSE,446032.0378,450759.2802,240184.6794,252761.774
S20,512,512,SIR,Staten Island,Bay Terrace,SI,FALSE,SIR,Embankment,Ferry,South Shore,0,0,0,NA,POINT (-74.136907 40.5564),FALSE,0,0,0,0
J12,80,80,BMT,Jamaica,121 St,Q,FALSE,J Z,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.828294 40.700492),FALSE,215070.5798,212960.46659999999,49795.5648,46131.5478
134,324,324,IRT,Broadway - 7Av,Houston St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.005367 40.728251),TRUE,1711289.7654,1817367.2368,964126.6222,982463.2808
F02,255,255,IND,Queens Blvd,169 St,Q,FALSE,F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.793604 40.71047),FALSE,940145.4786,887530.0646,367591.508,322756.08
F30,245,245,IND,6th Av - Culver,18 Av,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.976971 40.629755),FALSE,357770.6192,351686.5438,101388.1778,96863.5838
501,442,442,IRT,Dyre Av,Eastchester-Dyre Av,Bx,FALSE,5,At Grade,Last Stop,Manhattan,0,0,0,NA,POINT (-73.830834 40.8883),FALSE,367067.594,356479.6316,134039.188,123661.8814
G31,287,287,IND,Crosstown,Flushing Av,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.950234 40.700377),FALSE,282806.4916,279367.6514,55418.4576,65023.3618
251,346,346,IRT,Eastern Pky,Sutter Av-Rutland Rd,Bk,FALSE,3,Elevated,Manhattan,New Lots,0,0,0,NA,POINT (-73.92261 40.664717),FALSE,638398.5976,609762.8382,212377.6454,195834.9912
214,427,427,IRT,Lenox - White Plains Rd,West Farms Sq-E Tremont Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.880049 40.840295),FALSE,473188.0164,466216.244,164351.0972,157977.566
624,395,395,IRT,Lexington Av,103 St,M,FALSE,6,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.947478 40.7906),FALSE,1333233.2758,1341157.6584,561777.0566,540928.0632
H10,208,208,IND,Rockaway,Beach 25 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,0,0,0,NA,POINT (-73.761353 40.600066),FALSE,91073.067,87363.4166,32859.1776,29719.775
R21,16,16,BMT,Broadway - Brighton,8 St-NYU,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.992629 40.730328),TRUE,2304385.4418,2435985.7426,1381994.0522,1372243.6812
L12,123,123,BMT,Canarsie,Grand St,Bk,FALSE,L,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.94067 40.711926),FALSE,814411.395,824873.4474,409974.348,402235.96259999997
S15,517,517,SIR,Staten Island,Prince's Bay,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.200064 40.525507),FALSE,0,0,0,0
256,351,351,IRT,Eastern Pky,Van Siclen Av,Bk,FALSE,3,Elevated,Manhattan,New Lots,0,0,0,NA,POINT (-73.889395 40.665449),FALSE,212979.4288,204021.0626,66843.8116,61988.2004
701,447,447,IRT,Flushing,Flushing-Main St,Q,FALSE,7,Subway,Last Stop,Manhattan,1,1,1,NA,POINT (-73.83003 40.7596),FALSE,8930101.4024,8414658.5792,3228554.4786,3050058.7656
S04,142,626,BMT,Franklin Shuttle,Botanic Garden,Bk,FALSE,S,Open Cut,Franklin Av,Prospect Park,0,0,0,NA,POINT (-73.959245 40.670343),FALSE,1971359.807,1951717.0842,871876.3082,816010.6178
D05,213,213,IND,Concourse,Fordham Rd,Bx,FALSE,B D,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.897749 40.861296),FALSE,899812.303,872546.584,414588.7418,384776.8702
236,339,339,IRT,Eastern Pky,Bergen St,Bk,FALSE,2 3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.975098 40.680829),FALSE,587143.115,587102.9878,303178.2118,311448.8238
