GTFS Stop ID,Station ID,station_complex_id,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,is_cbd,total_from_all,total_to_all,total_from_to_cbd,total_to_from_cbd
G05,278,278,IND,Queens - Archer,Jamaica Center-Parsons/Archer,Q,FALSE,E J Z,Subway,Last Stop,Manhattan,1,1,1,NA,POINT (-73.801109 40.702147),FALSE,3966566.4096,3563243.6342,1233465.0864,1077879.199
109,299,299,IRT,Broadway - 7Av,Dyckman St,M,FALSE,1,Elevated,The Bronx,Downtown,1,1,1,NA,POINT (-73.925536 40.860531),FALSE,894374.6362,821399.8618,266761.5088,273209.9574
R40,34,34,BMT,4th Av,53 St,Bk,FALSE,R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-74.014034 40.645069),FALSE,1140486.0066,1102739.1504,379949.989,357218.5674
A59,190,190,IND,Liberty Av,80 St,Q,FALSE,A,Elevated,Manhattan,Outbound,0,0,0,NA,POINT (-73.858992 40.679371),FALSE,471793.0404,464104.37,251406.6836,236716.4194
A50,183,183,IND,8th Av - Fulton St,Rockaway Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.911946 40.67834),FALSE,631929.5222,606941.5124,273992.648,256000.7204
D35,51,51,BMT,Broadway - Brighton,Kings Hwy,Bk,FALSE,B Q,Open Cut,Manhattan,Southbound,1,1,1,NA,POINT (-73.957734 40.60867),FALSE,2612532.9922,2572275.6664,969472.1432,921469.8932
626,397,397,IRT,Lexington Av,86 St,M,FALSE,4 5 6,Subway,Uptown,Downtown,2,1,0,Uptown local only,POINT (-73.955589 40.779492),FALSE,6662703.5722,6828576.5964,3056455.1788,3111435.4378
R03,2,2,BMT,Astoria,Astoria Blvd,Q,FALSE,N W,Elevated,Astoria,Manhattan,1,1,1,NA,POINT (-73.917843 40.770258),FALSE,1460505.7946,1416065.3796,925122.5712,870415.014
216,429,429,IRT,Lenox - White Plains Rd,Freeman St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.891865 40.829993),FALSE,453450.3558,441878.0746,184054.3584,172208.8272
D01,210,210,IND,Concourse,Norwood-205 St,Bx,FALSE,D,Subway,Last Stop,Manhattan,0,0,0,NA,POINT (-73.878855 40.874811),FALSE,722490.2442,713947.3542,331704.751,311297.132
706,450,450,IRT,Flushing,103 St-Corona Plaza,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.8627 40.749865),FALSE,3284048.249,3080625.0998,1217343.7522,1106579.3478
243,355,355,IRT,Nostrand,Winthrop St,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,0,0,0,NA,POINT (-73.9502 40.656652),FALSE,957037.9906,931881.281,403200.5736,383867.4698
F23,239,608,IND,6th Av - Culver,4 Av-9 St,Bk,FALSE,F G,Viaduct,Northbound,Southbound,0,0,0,NA,POINT (-73.989779 40.670272),FALSE,1747974.4202,1793880.1484,641800.9464,659057.931
F26,242,242,IND,6th Av - Culver,Fort Hamilton Pkwy,Bk,FALSE,F G,Subway,Northbound,Southbound,0,0,0,NA,POINT (-73.975776 40.650782),FALSE,763983.8714,750745.0194,350307.8754,339582.7988
F38,252,252,IND,6th Av - Culver,Avenue X,Bk,FALSE,F,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.97425 40.58962),FALSE,248641.929,244245.4808,87314.4384,82135.0928
205,418,418,IRT,Lenox - White Plains Rd,233 St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.857473 40.893193),FALSE,389782.35480000003,390067.6802,107521.318,100959.813
L16,127,127,BMT,Canarsie,DeKalb Av,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.918425 40.703811),FALSE,1808380.9224,1783791.7616,934680.273,914782.4338
L28,137,137,BMT,Canarsie,East 105 St,Bk,FALSE,L,At Grade,Manhattan,Canarsie,0,0,0,NA,POINT (-73.899485 40.650573),FALSE,266861.38420000003,253096.5978,100814.4506,90557.9318
721,464,464,IRT,Flushing,Vernon Blvd-Jackson Av,Q,FALSE,7,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.953581 40.742626),FALSE,2473215.5518,2523733.0582,1538284.5976,1511201.1266
621,392,392,IRT,Lexington Av,125 St,M,FALSE,4 5 6,Subway,The Bronx,Downtown,1,1,1,NA,POINT (-73.937594 40.804138),FALSE,3453787.7226,3213794.1692,1019466.1504,970137.0952
S24,508,508,SIR,Staten Island,Jefferson Av,SI,FALSE,SIR,Embankment,Ferry,South Shore,0,0,0,NA,POINT (-74.103338 40.583591),FALSE,0,0,0,0
137,327,327,IRT,Broadway - 7Av,Chambers St,M,TRUE,1 2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.009266 40.715478),TRUE,2436633.7926,2583489.9652,1182871.8882,1202738.0992
A65,195,195,IND,Liberty Av,Ozone Park-Lefferts Blvd,Q,FALSE,A,Elevated,Manhattan,Last Stop,1,1,1,NA,POINT (-73.825798 40.685951),FALSE,729633.6462,699859.7668,318761.2384,296375.59620000003
B19,66,66,BMT,West End,18 Av,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-74.001736 40.607954),FALSE,756276.59,745468.3946,330745.7158,313998.023
M19,103,103,BMT,Jamaica,Bowery,M,TRUE,J Z,Subway,Brooklyn,Downtown,0,0,0,NA,POINT (-73.993915 40.72028),TRUE,496846.432,527196.8956,168477.5798,219418.0738
636,407,407,IRT,Lexington Av,Astor Pl,M,TRUE,6,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.99107 40.730054),TRUE,2310441.9722,2438266.557,1272509.775,1318042.9318
D28,44,44,BMT,Broadway - Brighton,Church Av,Bk,FALSE,B Q,Open Cut,Manhattan,Southbound,1,1,1,NA,POINT (-73.962982 40.650527),FALSE,1587211.94,1560626.5052,676634.33,640999.3666
J28,93,93,BMT,Jamaica,Chauncey St,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.910456 40.682893),FALSE,307787.03859999997,311799.587,147202.4338,134904.1922
712,456,456,IRT,Flushing,61 St-Woodside,Q,FALSE,7,Elevated,Outbound,Manhattan,1,1,1,NA,POINT (-73.902984 40.74563),FALSE,2330228.969,2318072.459,856420.448,875114.5676
D41,56,56,BMT,Broadway - Brighton,Ocean Pkwy,Bk,FALSE,Q,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.968501 40.576312),FALSE,356897.208,355680.2126,90820.1286,89585.1026
J21,88,88,BMT,Jamaica,Norwood Av,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.880039 40.68141),FALSE,235938.8702,244346.0508,75806.5458,73423.2816
104,295,295,IRT,Broadway - 7Av,231 St,Bx,FALSE,1,Elevated,Van Cortlandt,Manhattan,1,1,1,NA,POINT (-73.904834 40.878856),FALSE,1077054.86,1067113.9916,398761.478,384861.5828
G10,263,263,IND,Queens Blvd,63 Dr-Rego Park,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.861604 40.729846),FALSE,1831425.6066,1811996.3924,762762.8328,733317.8652
A28,164,164,IND,8th Av - Fulton St,34 St-Penn Station,M,TRUE,A C E,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.993391 40.752287),TRUE,11917250.1582,11168036.1486,5923195.947,5342476.596
H12,200,200,IND,Rockaway,Beach 90 St,Q,FALSE,A S,Viaduct,Inbound,Rockaway Park,0,0,0,NA,POINT (-73.813641 40.588034),FALSE,55881.5186,62341.2226,20580.2514,21553.302
126,316,316,IRT,Broadway - 7Av,50 St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.983849 40.761728),TRUE,3668704.3168,3735061.1964,1777725.9536000001,1808720.5738
120,310,310,IRT,Broadway - 7Av,96 St,M,FALSE,1 2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.972323 40.793919),FALSE,5124269.533,5117420.3656,2483067.654,2441410.2976
N02,71,71,BMT,Sea Beach,8 Av,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,1,1,1,NA,POINT (-74.011719 40.635064),FALSE,1654024.3352,1613067.2022,526820.2698,516716.4142
S13,519,519,SIR,Staten Island,Richmond Valley,SI,FALSE,SIR,Open Cut,Ferry,Tottenville,0,0,0,NA,POINT (-74.229141 40.519631),FALSE,0,0,0,0
247,359,359,IRT,Nostrand,Flatbush Av-Brooklyn College,Bk,FALSE,2 5,Subway,Manhattan,Last Stop,1,1,1,NA,POINT (-73.947642 40.632836),FALSE,2318086.421,2176534.1008,931351.632,848544.1764
401,378,378,IRT,Jerome Av,Woodlawn,Bx,FALSE,4,Elevated,Last Stop,Manhattan,0,0,0,NA,POINT (-73.878751 40.886037),FALSE,747330.4164,725233.9066,231438.14,220619.0826
505,446,446,IRT,Dyre Av,Morris Park,Bx,FALSE,5,Open Cut,Eastchester,Manhattan,0,0,0,NA,POINT (-73.860495 40.854364),FALSE,262686.129,248605.4282,148872.7822,136716.8744
612,370,370,IRT,Pelham,Whitlock Av,Bx,FALSE,6,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.886283 40.826525),FALSE,167957.021,158703.4138,56979.1284,54105.7916
M12,98,98,BMT,Jamaica,Flushing Av,Bk,FALSE,M J,Elevated,Outbound,Manhattan,1,1,1,NA,POINT (-73.941126 40.70026),FALSE,1046439.6238,1026250.4346,399936.2756,348628.3348
S28,504,504,SIR,Staten Island,Clifton,SI,FALSE,SIR,Elevated,Ferry,South Shore,0,0,0,NA,POINT (-74.071402 40.621319),FALSE,0,0,0,0
220,433,433,IRT,Lenox - White Plains Rd,Jackson Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.907807 40.81649),FALSE,528454.208,524968.8326,179024.6686,170941.8894
D07,215,215,IND,Concourse,Tremont Av,Bx,FALSE,B D,Subway,Northbound,Manhattan,1,1,1,NA,POINT (-73.905227 40.85041),FALSE,909911.3968,851847.0066,466793.0158,413454.5032
L08,120,120,BMT,Canarsie,Bedford Av,Bk,FALSE,L,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.956872 40.717304),FALSE,5777661.4158,5968568.3626,3562821.9586,3529196.6834
B06,222,222,IND,63rd St,Roosevelt Island,M,FALSE,F,Subway,Queens,Downtown,1,1,1,NA,POINT (-73.95326 40.759145),FALSE,1235134.9248,1243314.6316,723660.9468,669825.675
J15,83,83,BMT,Jamaica,Woodhaven Blvd,Q,FALSE,J Z,Elevated,Jamaica,Manhattan,1,1,1,NA,POINT (-73.851576 40.693879),FALSE,428916.3922,440645.9204,122185.5662,126004.709
S18,514,514,SIR,Staten Island,Eltingville,SI,FALSE,SIR,Embankment,Ferry,South Shore,0,0,0,NA,POINT (-74.16457 40.544601),FALSE,0,0,0,0
F14,232,232,IND,6th Av - Culver,2 Av,M,TRUE,F,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.989938 40.723402),TRUE,2550271.3188,2711084.0302,1246334.5392,1328284.8064000001
253,348,348,IRT,Eastern Pky,Rockaway Av,Bk,FALSE,3,Elevated,Manhattan,New Lots,0,0,0,NA,POINT (-73.908946 40.662549),FALSE,479317.6166,426373.0236,136698.4292,117667.3468
